x	y
51.96714525800709	3741.6344585765105
52.10994590390853	3751.916105081414
53.13958508108957	3826.0501258384493
53.33987680831469	3840.4711301986576
54.40875689327384	3917.4304963157165
54.410368249153805	3917.5465139390735
54.54347985316289	3927.130549427728
55.12782188873985	3969.2031759892693
55.24014148155057	3977.2901866716415
55.670236048580726	4008.256995497812
55.84532181754806	4020.8631708634607
57.32908977137772	4127.694463539196
57.8621265357019	4166.073110570537
58.10314070425235	4183.426130706169
59.34931615232136	4273.150762967138
59.71571219581568	4299.531278098729
59.99544651997652	4319.672149438309
60.01165589451727	4320.839224405243
60.06658376779632	4324.794031281335
60.38828826917045	4347.956755380273
60.42770946343459	4350.795081367291
61.41330227752692	4421.757763981938
61.50423962504681	4428.30525300337
61.97901528686226	4462.489100654083
62.222461652932736	4480.017239011157
62.407606732930425	4493.347684770991
62.98414881684687	4534.8587148129745
63.38381984088334	4563.6350285436
63.97903796549718	4606.490733515797
64.19637967662862	4622.139336717261
64.21332126607845	4623.359131157648
64.44537709987993	4640.067151191355
66.34233613674382	4776.648201845555
66.54838479574745	4791.483705293817
66.73710580562198	4805.071618004783
66.79541653106659	4809.269990236795
66.96795336248063	4821.692642098605
67.40334224864122	4853.040641902168
67.60534009871417	4867.58448710742
67.95916826050637	4893.0601147564585
67.99631883651206	4895.734956228868
68.32719671093558	4919.558163187362
68.9880759210797	4967.1414663177375
69.11190333904476	4976.057040411223
69.79324284659266	5025.1134849546725
71.25930027545655	5130.669619832872
72.0611963217423	5188.406135165445
72.3064052915286	5206.06118099006
74.05781007426633	5332.162325347175
74.08133448017514	5333.856082572611
75.75174713751622	5454.1257939011675
