x	y
172.5334210743045	5206.06118099006
286.8692150177158	5454.1257939011675
424.5289528955095	5332.162325347175
449.9760078442045	5333.856082572611
512.621274132325	4967.1414663177375
709.1659298732854	4893.0601147564585
779.7874906408454	4853.040641902168
841.2899571931993	5188.406135165445
1011.3800896777091	4919.558163187362
1155.9764227262085	4895.734956228868
1223.2487165978564	4821.692642098605
1435.203111987103	4809.269990236795
1472.0225735611184	4640.067151191355
1539.0359962621324	5130.669619832872
1540.371051810229	4976.057040411223
1621.7885417659872	4623.359131157648
1687.3612446851832	4606.490733515797
1703.0352573032906	5025.1134849546725
1840.8609767566854	4867.58448710742
2007.1199102633486	4776.648201845555
2081.241520397647	4805.071618004783
2197.143929068594	4462.489100654083
2433.882882827988	4480.017239011157
2559.5355618544604	4791.483705293817
2643.346344200419	4320.839224405243
2787.727963867513	4563.6350285436
2806.9935400698614	4299.531278098729
2873.262565799005	4493.347684770991
2921.908169986169	4622.139336717261
2991.4287057749802	4319.672149438309
3086.4402014118214	4347.956755380273
3284.951400208432	4127.694463539196
3333.0633063452888	4428.30525300337
3337.1374583562633	4534.8587148129745
3775.6411568410144	4183.426130706169
3808.176086915909	4273.150762967138
3822.4140840634363	4350.795081367291
3922.9629612760873	4324.794031281335
3992.4354301439075	4421.757763981938
4167.3935097652	3977.2901866716415
4390.928650987432	4166.073110570537
4419.023322317242	3917.4304963157165
4514.0067805553035	4008.256995497812
4598.865061240294	4020.8631708634607
4708.046740157072	3927.130549427728
4746.827646804859	3969.2031759892693
4790.253148632383	3741.6344585765105
4790.880098919818	3917.5465139390735
4889.808667926869	3826.0501258384493
4938.797351464807	3840.4711301986576
5282.671222185325	3751.916105081414
