x	y
51.839189843241144	5219.591938581176
52.220811809246385	5002.056206267667
53.485347360867145	5578.189784611989
54.000818767926084	4630.853764534112
54.56046256776181	4289.772782836982
54.93991428906437	3960.1045246720537
55.14983044102914	4773.588786985859
55.725511843443634	4850.556027337079
56.041984230290154	4312.57809285992
56.28600752810161	3615.970200272913
57.03687080803425	5007.11309365179
57.372476696976555	3646.6540633921086
57.58742281016705	4338.374277734719
58.57417516286296	3904.284847809704
58.69671720422315	3875.6946348251317
59.145793277841385	4207.870415778514
59.55697948520719	4641.9371467332785
59.752763720256496	3624.2916562296978
59.84022461343381	3682.5921239203926
60.20914675128329	2716.720908576557
60.21934053515744	2871.244254498448
60.378277248855795	3470.940738482686
60.4239007891706	3852.588226477976
60.72293395181797	2789.8588167077646
60.82822313562963	2123.7068350063523
61.73261564990733	2447.565242926484
62.156290860204535	3174.3972941365373
62.869067168636	2926.344421323432
63.578886540580164	2635.1519010915945
63.74785644818781	1963.6548050590454
64.08085372620319	1457.4776489075748
64.533743816019	1932.119814017418
64.7839134073739	2457.868859434092
64.82222851988591	2802.568073347162
64.86389798413389	2141.3814871201726
65.34421960071445	1775.273960456748
65.50455768668583	1478.1078779417403
65.88726399654571	2246.053584768353
65.93435173939348	2349.3592660449717
66.01993558924738	2195.053604322495
67.82071491753932	1378.4423353056654
68.35711154918229	812.8988564112032
68.63691672478838	1171.1856718762576
68.67129248711944	763.2242889871517
69.0365448728278	1066.4971507927573
69.38827822843488	563.410553762745
69.47294823017319	1151.658381005178
69.5624489260719	440.3558301627327
70.42700283764735	1628.9049192750238
70.89989697052941	304.3720925518896
71.02798176870907	1096.012537117452
71.39337478187853	281.17031105908217
71.5176756150097	1117.4499922438265
72.61849884885356	454.26253790740185
72.74671169087371	710.7593237011472
72.88439456004575	914.2841429116055
73.91676683044498	198.13251553494774
